Clade	RGB
B.15	rgb(198.17325800376648, 0.0, 56.82674199623352)
B.1.500	rgb(198.33333333333334, 0.0, 56.66666666666666)
B.1.501	rgb(198.4934086629002, 0.0, 56.50659133709979)
B.1.502	rgb(198.65348399246705, 0.0, 56.346516007532955)
B.1.503	rgb(198.8135593220339, 0.0, 56.18644067796609)
B.1.504	rgb(198.97363465160075, 0.0, 56.02636534839925)
B.1.505	rgb(199.1337099811676, 0.0, 55.86629001883239)
B.1.506	rgb(199.29378531073448, 0.0, 55.70621468926552)
B.1.507	rgb(199.45386064030131, 0.0, 55.546139359698685)
B.1.508	rgb(199.61393596986818, 0.0, 55.38606403013182)
B.1.509	rgb(199.77401129943505, 0.0, 55.225988700564955)
B.1.510	rgb(199.93408662900188, 0.0, 55.06591337099812)
B.1.511	rgb(200.09416195856875, 0.0, 54.90583804143125)
B.1.513	rgb(200.2542372881356, 0.0, 54.74576271186439)
B.1.515	rgb(200.41431261770245, 0.0, 54.58568738229755)
B.1.516	rgb(200.57438794726932, 0.0, 54.425612052730685)
B.1.517	rgb(200.73446327683615, 0.0, 54.26553672316385)
B.1.517.1	rgb(200.89453860640302, 0.0, 54.10546139359698)
B.1.518	rgb(201.05461393596988, 0.0, 53.94538606403012)
B.1.520	rgb(201.21468926553672, 0.0, 53.78531073446328)
B.1.521	rgb(201.37476459510358, 0.0, 53.625235404896415)
B.1.523	rgb(201.53483992467045, 0.0, 53.46516007532955)
B.1.524	rgb(201.6949152542373, 0.0, 53.30508474576271)
B.1.525	rgb(201.85499058380415, 0.0, 53.14500941619585)
B.1.526	rgb(202.01506591337102, 0.0, 52.98493408662898)
B.1.527	rgb(202.17514124293785, 0.0, 52.824858757062145)
B.1.528	rgb(202.33521657250472, 0.0, 52.66478342749528)
B.1.529	rgb(202.49529190207156, 0.0, 52.50470809792844)
B.1.530	rgb(202.65536723163842, 0.0, 52.34463276836158)
B.1.532	rgb(202.8154425612053, 0.0, 52.18455743879471)
B.1.533	rgb(202.97551789077212, 0.0, 52.024482109227876)
B.1.534	rgb(203.135593220339, 0.0, 51.86440677966101)
B.1.535	rgb(203.29566854990586, 0.0, 51.704331450094145)
B.1.536	rgb(203.4557438794727, 0.0, 51.54425612052731)
B.1.537	rgb(203.61581920903956, 0.0, 51.38418079096044)
B.1.538	rgb(203.77589453860642, 0.0, 51.22410546139358)
B.1.539	rgb(203.93596986817326, 0.0, 51.06403013182674)
B.1.540	rgb(204.09604519774012, 0.0, 50.903954802259875)
B.1.541	rgb(204.25612052730696, 0.0, 50.74387947269304)
B.1.543	rgb(204.41619585687383, 0.0, 50.58380414312617)
B.1.544	rgb(204.5762711864407, 0.0, 50.42372881355931)
B.1.545	rgb(204.73634651600753, 0.0, 50.26365348399247)
B.1.546	rgb(204.8964218455744, 0.0, 50.103578154425605)
B.1.547	rgb(205.05649717514126, 0.0, 49.94350282485874)
B.1.548	rgb(205.2165725047081, 0.0, 49.7834274952919)
B.1.549	rgb(205.37664783427496, 0.0, 49.62335216572504)
B.1.550	rgb(205.53672316384183, 0.0, 49.46327683615817)
B.1.551	rgb(205.69679849340866, 0.0, 49.303201506591336)
B.1.552	rgb(205.85687382297553, 0.0, 49.14312617702447)
B.1.554	rgb(206.01694915254237, 0.0, 48.98305084745763)
B.1.555	rgb(206.17702448210923, 0.0, 48.82297551789077)
B.1.556	rgb(206.3370998116761, 0.0, 48.6629001883239)
B.1.557	rgb(206.49717514124293, 0.0, 48.502824858757066)
B.1.558	rgb(206.6572504708098, 0.0, 48.3427495291902)
B.1.559	rgb(206.81732580037666, 0.0, 48.182674199623335)
B.1.560	rgb(206.9774011299435, 0.0, 48.0225988700565)
B.1.561	rgb(207.13747645951037, 0.0, 47.86252354048963)
B.1.562	rgb(207.29755178907723, 0.0, 47.70244821092277)
B.1.563	rgb(207.45762711864407, 0.0, 47.54237288135593)
B.1.564	rgb(207.61770244821093, 0.0, 47.382297551789065)
B.1.564.1	rgb(207.77777777777777, 0.0, 47.22222222222223)
B.1.565	rgb(207.93785310734464, 0.0, 47.06214689265536)
B.1.566	rgb(208.0979284369115, 0.0, 46.9020715630885)
B.1.567	rgb(208.25800376647834, 0.0, 46.74199623352166)
B.1.568	rgb(208.4180790960452, 0.0, 46.581920903954796)
B.1.569	rgb(208.57815442561207, 0.0, 46.42184557438793)
B.1.570	rgb(208.7382297551789, 0.0, 46.26177024482109)
B.1.571	rgb(208.89830508474577, 0.0, 46.10169491525423)
B.1.572	rgb(209.05838041431264, 0.0, 45.94161958568736)
B.1.573	rgb(209.21845574387947, 0.0, 45.781544256120526)
B.1.574	rgb(209.37853107344634, 0.0, 45.62146892655366)
B.1.575	rgb(209.53860640301318, 0.0, 45.461393596986824)
B.1.575.1	rgb(209.69868173258004, 0.0, 45.30131826741996)
B.1.575.2	rgb(209.8587570621469, 0.0, 45.14124293785309)
B.1.576	rgb(210.01883239171374, 0.0, 44.981167608286256)
B.1.577	rgb(210.1789077212806, 0.0, 44.82109227871939)
B.1.578	rgb(210.33898305084747, 0.0, 44.661016949152526)
B.1.579	rgb(210.4990583804143, 0.0, 44.50094161958569)
B.1.580	rgb(210.65913370998118, 0.0, 44.34086629001882)
B.1.581	rgb(210.81920903954804, 0.0, 44.18079096045196)
B.1.582	rgb(210.97928436911488, 0.0, 44.02071563088512)
B.1.585	rgb(211.13935969868174, 0.0, 43.860640301318256)
B.1.586	rgb(211.29943502824858, 0.0, 43.70056497175142)
B.1.587	rgb(211.45951035781545, 0.0, 43.54048964218455)
B.1.588	rgb(211.6195856873823, 0.0, 43.38041431261769)
B.1.588.1	rgb(211.77966101694915, 0.0, 43.22033898305085)
B.1.589	rgb(211.939736346516, 0.0, 43.060263653483986)
B.1.590	rgb(212.09981167608288, 0.0, 42.90018832391712)
B.1.591	rgb(212.25988700564972, 0.0, 42.740112994350284)
B.1.592	rgb(212.41996233521658, 0.0, 42.58003766478342)
B.1.593	rgb(212.58003766478345, 0.0, 42.41996233521655)
B.1.594	rgb(212.74011299435028, 0.0, 42.259887005649716)
B.1.595	rgb(212.90018832391715, 0.0, 42.09981167608285)
B.1.595.1	rgb(213.060263653484, 0.0, 41.939736346516014)
B.1.595.2	rgb(213.22033898305085, 0.0, 41.77966101694915)
B.1.595.3	rgb(213.38041431261772, 0.0, 41.61958568738228)
B.1.595.4	rgb(213.54048964218455, 0.0, 41.45951035781545)
B.1.596	rgb(213.70056497175142, 0.0, 41.29943502824858)
B.1.596.1	rgb(213.86064030131828, 0.0, 41.139359698681716)
B.1.597	rgb(214.02071563088512, 0.0, 40.97928436911488)
B.1.598	rgb(214.180790960452, 0.0, 40.819209039548014)
B.1.599	rgb(214.34086629001885, 0.0, 40.65913370998115)
B.1.6	rgb(214.5009416195857, 0.0, 40.49905838041431)
B.1.600	rgb(214.66101694915255, 0.0, 40.338983050847446)
B.1.601	rgb(214.8210922787194, 0.0, 40.17890772128061)
B.1.602	rgb(214.98116760828626, 0.0, 40.018832391713744)
B.1.603	rgb(215.14124293785312, 0.0, 39.85875706214688)
B.1.604	rgb(215.30131826741996, 0.0, 39.69868173258004)
B.1.605	rgb(215.46139359698682, 0.0, 39.538606403013176)
B.1.606	rgb(215.6214689265537, 0.0, 39.37853107344631)
B.1.607	rgb(215.78154425612053, 0.0, 39.218455743879474)
B.1.609	rgb(215.9416195856874, 0.0, 39.05838041431261)
B.1.610	rgb(216.10169491525426, 0.0, 38.89830508474574)
B.1.611	rgb(216.2617702448211, 0.0, 38.73822975517891)
B.1.612	rgb(216.42184557438796, 0.0, 38.57815442561204)
B.1.613	rgb(216.5819209039548, 0.0, 38.418079096045204)
B.1.614	rgb(216.74199623352166, 0.0, 38.25800376647834)
B.1.615	rgb(216.90207156308853, 0.0, 38.097928436911474)
B.1.616	rgb(217.06214689265536, 0.0, 37.93785310734464)
B.1.617.1	rgb(217.22222222222223, 0.0, 37.77777777777777)
B.1.617.2	rgb(217.3822975517891, 0.0, 37.617702448210906)
B.1.617.3	rgb(217.54237288135593, 0.0, 37.45762711864407)
B.1.618	rgb(217.7024482109228, 0.0, 37.297551789077204)
B.1.619	rgb(217.86252354048966, 0.0, 37.13747645951034)
B.1.619.1	rgb(218.0225988700565, 0.0, 36.9774011299435)
B.1.620	rgb(218.18267419962336, 0.0, 36.817325800376636)
B.1.621	rgb(218.3427495291902, 0.0, 36.6572504708098)
B.1.621.1	rgb(218.50282485875707, 0.0, 36.497175141242934)
B.1.621.2	rgb(218.66290018832393, 0.0, 36.33709981167607)
B.1.622	rgb(218.82297551789077, 0.0, 36.17702448210923)
B.1.623	rgb(218.98305084745763, 0.0, 36.01694915254237)
B.1.625	rgb(219.1431261770245, 0.0, 35.8568738229755)
B.1.626	rgb(219.30320150659134, 0.0, 35.696798493408664)
B.1.627	rgb(219.4632768361582, 0.0, 35.5367231638418)
B.1.629	rgb(219.62335216572507, 0.0, 35.376647834274934)
B.1.630	rgb(219.7834274952919, 0.0, 35.2165725047081)
B.1.631	rgb(219.94350282485877, 0.0, 35.05649717514123)
B.1.632	rgb(220.1035781544256, 0.0, 34.896421845574395)
B.1.633	rgb(220.26365348399247, 0.0, 34.73634651600753)
B.1.634	rgb(220.42372881355934, 0.0, 34.576271186440664)
B.1.635	rgb(220.58380414312617, 0.0, 34.41619585687383)
B.1.636	rgb(220.74387947269304, 0.0, 34.25612052730696)
B.1.637	rgb(220.9039548022599, 0.0, 34.0960451977401)
B.1.637.1	rgb(221.06403013182674, 0.0, 33.93596986817326)
B.1.638	rgb(221.2241054613936, 0.0, 33.775894538606394)
B.1.639	rgb(221.38418079096047, 0.0, 33.61581920903953)
B.1.640.1	rgb(221.5442561205273, 0.0, 33.45574387947269)
B.1.640.2	rgb(221.70433145009417, 0.0, 33.29566854990583)
B.1.67	rgb(221.864406779661, 0.0, 33.13559322033899)
B.1.69	rgb(222.02448210922788, 0.0, 32.975517890772124)
B.1.70	rgb(222.18455743879474, 0.0, 32.81544256120526)
B.1.76	rgb(222.34463276836158, 0.0, 32.65536723163842)
B.1.77	rgb(222.50470809792844, 0.0, 32.49529190207156)
B.1.78	rgb(222.6647834274953, 0.0, 32.33521657250469)
B.18	rgb(222.82485875706215, 0.0, 32.175141242937855)
B.1.8	rgb(222.984934086629, 0.0, 32.01506591337099)
B.1.81	rgb(223.14500941619588, 0.0, 31.854990583804124)
B.1.83	rgb(223.3050847457627, 0.0, 31.694915254237287)
B.1.84	rgb(223.46516007532958, 0.0, 31.534839924670422)
B.1.88.1	rgb(223.62523540489642, 0.0, 31.374764595103585)
B.19	rgb(223.78531073446328, 0.0, 31.21468926553672)
B.1.9	rgb(223.94538606403015, 0.0, 31.054613935969854)
B.1.91	rgb(224.10546139359698, 0.0, 30.894538606403017)
B.1.9.1	rgb(224.26553672316385, 0.0, 30.734463276836152)
B.1.9.2	rgb(224.4256120527307, 0.0, 30.574387947269287)
B.1.93	rgb(224.58568738229755, 0.0, 30.41431261770245)
B.1.9.3	rgb(224.74576271186442, 0.0, 30.254237288135585)
B.1.94	rgb(224.90583804143128, 0.0, 30.09416195856872)
B.1.9.4	rgb(225.06591337099812, 0.0, 29.934086629001882)
B.1.9.5	rgb(225.22598870056498, 0.0, 29.774011299435017)
B.1.96	rgb(225.38606403013182, 0.0, 29.61393596986818)
B.1.97	rgb(225.54613935969869, 0.0, 29.453860640301315)
B.20	rgb(225.70621468926555, 0.0, 29.29378531073445)
B.23	rgb(225.8662900188324, 0.0, 29.133709981167613)
B.26	rgb(226.02636534839925, 0.0, 28.973634651600747)
B.27	rgb(226.18644067796612, 0.0, 28.813559322033882)
B.28	rgb(226.34651600753295, 0.0, 28.653483992467045)
B.29	rgb(226.50659133709982, 0.0, 28.49340866290018)
B.3	rgb(226.66666666666669, 0.0, 28.333333333333314)
B.30	rgb(226.82674199623352, 0.0, 28.173258003766477)
B.31	rgb(226.9868173258004, 0.0, 28.013182674199612)
B.3.1	rgb(227.14689265536725, 0.0, 27.853107344632747)
B.32	rgb(227.3069679849341, 0.0, 27.69303201506591)
B.33	rgb(227.46704331450096, 0.0, 27.532956685499045)
B.34	rgb(227.6271186440678, 0.0, 27.372881355932208)
B.35	rgb(227.78719397363466, 0.0, 27.212806026365342)
B.36	rgb(227.94726930320152, 0.0, 27.052730696798477)
B.37	rgb(228.10734463276836, 0.0, 26.89265536723164)
B.38	rgb(228.26741996233523, 0.0, 26.732580037664775)
B.39	rgb(228.4274952919021, 0.0, 26.57250470809791)
B.4	rgb(228.58757062146893, 0.0, 26.412429378531073)
B.40	rgb(228.7476459510358, 0.0, 26.252354048964207)
B.41	rgb(228.90772128060266, 0.0, 26.092278719397342)
B.4.1	rgb(229.0677966101695, 0.0, 25.932203389830505)
B.42	rgb(229.22787193973636, 0.0, 25.77212806026364)
B.4.2	rgb(229.3879472693032, 0.0, 25.612052730696803)
B.43	rgb(229.54802259887006, 0.0, 25.451977401129938)
B.44	rgb(229.70809792843693, 0.0, 25.291902071563072)
B.4.4	rgb(229.86817325800376, 0.0, 25.131826741996235)
B.45	rgb(230.02824858757063, 0.0, 24.97175141242937)
B.46	rgb(230.1883239171375, 0.0, 24.811676082862505)
B.4.6	rgb(230.34839924670433, 0.0, 24.651600753295668)
B.47	rgb(230.5084745762712, 0.0, 24.491525423728802)
B.4.7	rgb(230.66854990583806, 0.0, 24.331450094161937)
B.4.8	rgb(230.8286252354049, 0.0, 24.1713747645951)
B.49	rgb(230.98870056497177, 0.0, 24.011299435028235)
B.5	rgb(231.1487758945386, 0.0, 23.851224105461398)
B.50	rgb(231.30885122410547, 0.0, 23.691148775894533)
B.51	rgb(231.46892655367233, 0.0, 23.531073446327667)
B.52	rgb(231.62900188323917, 0.0, 23.37099811676083)
B.53	rgb(231.78907721280603, 0.0, 23.210922787193965)
B.55	rgb(231.9491525423729, 0.0, 23.0508474576271)
B.56	rgb(232.10922787193974, 0.0, 22.890772128060263)
B.57	rgb(232.2693032015066, 0.0, 22.730696798493398)
B.58	rgb(232.42937853107347, 0.0, 22.570621468926532)
B.6	rgb(232.5894538606403, 0.0, 22.410546139359695)
B.60	rgb(232.74952919020717, 0.0, 22.25047080979283)
B.61	rgb(232.909604519774, 0.0, 22.090395480225993)
B.6.1	rgb(233.06967984934087, 0.0, 21.930320150659128)
B.6.2	rgb(233.22975517890774, 0.0, 21.770244821092263)
B.6.3	rgb(233.38983050847457, 0.0, 21.610169491525426)
B.6.4	rgb(233.54990583804144, 0.0, 21.45009416195856)
B.6.5	rgb(233.7099811676083, 0.0, 21.290018832391695)
B.6.6	rgb(233.87005649717514, 0.0, 21.129943502824858)
B.6.8	rgb(234.030131826742, 0.0, 20.969868173257993)
BA.1	rgb(234.19020715630887, 0.0, 20.809792843691127)
BA.1.1	rgb(234.3502824858757, 0.0, 20.64971751412429)
BA.2	rgb(234.51035781544257, 0.0, 20.489642184557425)
BA.3	rgb(234.6704331450094, 0.0, 20.32956685499059)
BB.1	rgb(234.83050847457628, 0.0, 20.169491525423723)
BB.2	rgb(234.99058380414314, 0.0, 20.009416195856858)
C.1	rgb(235.15065913370998, 0.0, 19.84934086629002)
C.10	rgb(235.31073446327684, 0.0, 19.689265536723155)
C.11	rgb(235.4708097928437, 0.0, 19.52919020715629)
C.1.1	rgb(235.63088512241055, 0.0, 19.369114877589453)
C.12	rgb(235.7909604519774, 0.0, 19.209039548022588)
C.1.2	rgb(235.95103578154428, 0.0, 19.048964218455723)
C.13	rgb(236.11111111111111, 0.0, 18.888888888888886)
C.14	rgb(236.27118644067798, 0.0, 18.72881355932202)
C.16	rgb(236.43126177024482, 0.0, 18.568738229755184)
C.17	rgb(236.59133709981168, 0.0, 18.408662900188318)
C.18	rgb(236.75141242937855, 0.0, 18.248587570621453)
C.19	rgb(236.91148775894538, 0.0, 18.088512241054616)
C.2	rgb(237.07156308851225, 0.0, 17.92843691148775)
C.20	rgb(237.23163841807911, 0.0, 17.768361581920885)
C.21	rgb(237.39171374764595, 0.0, 17.60828625235405)
C.2.1	rgb(237.55178907721282, 0.0, 17.448210922787183)
C.22	rgb(237.71186440677968, 0.0, 17.288135593220318)
C.23	rgb(237.87193973634652, 0.0, 17.12806026365348)
C.25	rgb(238.03201506591338, 0.0, 16.967984934086616)
C.26	rgb(238.19209039548022, 0.0, 16.80790960451978)
C.27	rgb(238.3521657250471, 0.0, 16.647834274952913)
C.28	rgb(238.51224105461395, 0.0, 16.487758945386048)
C.29	rgb(238.6723163841808, 0.0, 16.32768361581921)
C.3	rgb(238.83239171374765, 0.0, 16.167608286252346)
C.30	rgb(238.99246704331452, 0.0, 16.00753295668548)
C.30.1	rgb(239.15254237288136, 0.0, 15.847457627118644)
C.31	rgb(239.31261770244822, 0.0, 15.687382297551778)
C.32	rgb(239.4726930320151, 0.0, 15.527306967984913)
C.33	rgb(239.63276836158192, 0.0, 15.367231638418076)
C.34	rgb(239.7928436911488, 0.0, 15.20715630885121)
C.35	rgb(239.95291902071563, 0.0, 15.047080979284374)
C.36	rgb(240.1129943502825, 0.0, 14.887005649717509)
C.36.1	rgb(240.27306967984936, 0.0, 14.726930320150643)
C.36.2	rgb(240.4331450094162, 0.0, 14.566854990583806)
C.36.3	rgb(240.59322033898306, 0.0, 14.406779661016941)
C.36.3.1	rgb(240.75329566854992, 0.0, 14.246704331450076)
C.37	rgb(240.91337099811676, 0.0, 14.086629001883239)
C.37.1	rgb(241.07344632768363, 0.0, 13.926553672316373)
C.38	rgb(241.2335216572505, 0.0, 13.766478342749508)
C.39	rgb(241.39359698681733, 0.0, 13.606403013182671)
C.4	rgb(241.5536723163842, 0.0, 13.446327683615806)
C.40	rgb(241.71374764595103, 0.0, 13.286252354048969)
C.5	rgb(241.8738229755179, 0.0, 13.126177024482104)
C.6	rgb(242.03389830508476, 0.0, 12.966101694915238)
C.7	rgb(242.1939736346516, 0.0, 12.806026365348401)
C.8	rgb(242.35404896421846, 0.0, 12.645951035781536)
C.9	rgb(242.51412429378533, 0.0, 12.48587570621467)
D.2	rgb(242.67419962335217, 0.0, 12.325800376647834)
D.3	rgb(242.83427495291903, 0.0, 12.165725047080969)
D.5	rgb(242.9943502824859, 0.0, 12.005649717514103)
G.1	rgb(243.15442561205273, 0.0, 11.845574387947266)
K.1	rgb(243.3145009416196, 0.0, 11.685499058380401)
K.2	rgb(243.47457627118644, 0.0, 11.525423728813564)
K.3	rgb(243.6346516007533, 0.0, 11.365348399246699)
L.1	rgb(243.79472693032017, 0.0, 11.205273069679833)
L.2	rgb(243.954802259887, 0.0, 11.045197740112997)
L.3	rgb(244.11487758945387, 0.0, 10.885122410546131)
L.4	rgb(244.27495291902073, 0.0, 10.725047080979266)
M.1	rgb(244.43502824858757, 0.0, 10.564971751412429)
M.2	rgb(244.59510357815444, 0.0, 10.404896421845564)
M.3	rgb(244.7551789077213, 0.0, 10.244821092278698)
N.1	rgb(244.91525423728814, 0.0, 10.084745762711862)
N.10	rgb(245.075329566855, 0.0, 9.924670433144996)
N.2	rgb(245.23540489642184, 0.0, 9.76459510357816)
N.3	rgb(245.3954802259887, 0.0, 9.604519774011294)
N.4	rgb(245.55555555555557, 0.0, 9.444444444444429)
N.5	rgb(245.7156308851224, 0.0, 9.284369114877592)
N.6	rgb(245.87570621468927, 0.0, 9.124293785310726)
N.7	rgb(246.03578154425614, 0.0, 8.964218455743861)
N.8	rgb(246.19585687382298, 0.0, 8.804143126177024)
N.9	rgb(246.35593220338984, 0.0, 8.644067796610159)
P.1	rgb(246.5160075329567, 0.0, 8.483992467043294)
P.1.1	rgb(246.67608286252354, 0.0, 8.323917137476457)
P.1.10	rgb(246.8361581920904, 0.0, 8.163841807909591)
P.1.10.1	rgb(246.99623352165725, 0.0, 8.003766478342754)
P.1.10.2	rgb(247.1563088512241, 0.0, 7.843691148775889)
P.1.11	rgb(247.31638418079098, 0.0, 7.683615819209024)
P.1.12	rgb(247.4764595103578, 0.0, 7.523540489642187)
P.1.12.1	rgb(247.63653483992468, 0.0, 7.363465160075322)
P.1.13	rgb(247.79661016949154, 0.0, 7.203389830508456)
P.1.14	rgb(247.95668549905838, 0.0, 7.043314500941619)
P.1.15	rgb(248.11676082862525, 0.0, 6.883239171374754)
P.1.16	rgb(248.2768361581921, 0.0, 6.723163841807889)
P.1.17	rgb(248.43691148775895, 0.0, 6.563088512241052)
P.1.17.1	rgb(248.5969868173258, 0.0, 6.4030131826741865)
P.1.2	rgb(248.75706214689265, 0.0, 6.24293785310735)
P.1.3	rgb(248.91713747645952, 0.0, 6.082862523540484)
P.1.4	rgb(249.07721280602638, 0.0, 5.922787193973619)
P.1.5	rgb(249.23728813559322, 0.0, 5.762711864406782)
P.1.6	rgb(249.39736346516008, 0.0, 5.602636534839917)
P.1.7	rgb(249.55743879472695, 0.0, 5.442561205273051)
P.1.7.1	rgb(249.71751412429379, 0.0, 5.2824858757062145)
P.1.8	rgb(249.87758945386065, 0.0, 5.122410546139349)
P.1.9	rgb(250.03766478342752, 0.0, 4.962335216572484)
P.2	rgb(250.19774011299435, 0.0, 4.802259887005647)
P.3	rgb(250.35781544256122, 0.0, 4.642184557438782)
P.4	rgb(250.51789077212806, 0.0, 4.482109227871945)
P.5	rgb(250.67796610169492, 0.0, 4.3220338983050794)
P.6	rgb(250.8380414312618, 0.0, 4.161958568738214)
P.7	rgb(250.99811676082862, 0.0, 4.001883239171377)
Q.1	rgb(251.1581920903955, 0.0, 3.841807909604512)
Q.2	rgb(251.31826741996235, 0.0, 3.6817325800376466)
Q.3	rgb(251.4783427495292, 0.0, 3.5216572504708097)
Q.4	rgb(251.63841807909606, 0.0, 3.3615819209039444)
Q.5	rgb(251.79849340866292, 0.0, 3.201506591337079)
Q.6	rgb(251.95856873822976, 0.0, 3.041431261770242)
Q.7	rgb(252.11864406779662, 0.0, 2.881355932203377)
Q.8	rgb(252.27871939736346, 0.0, 2.72128060263654)
R.1	rgb(252.43879472693033, 0.0, 2.5612052730696746)
R.2	rgb(252.5988700564972, 0.0, 2.4011299435028093)
S.1	rgb(252.75894538606403, 0.0, 2.2410546139359724)
U.1	rgb(252.9190207156309, 0.0, 2.080979284369107)
U.2	rgb(253.07909604519776, 0.0, 1.9209039548022417)
U.3	rgb(253.2391713747646, 0.0, 1.7608286252354048)
V.1	rgb(253.39924670433146, 0.0, 1.6007532956685395)
V.2	rgb(253.55932203389833, 0.0, 1.4406779661016742)
W.1	rgb(253.71939736346516, 0.0, 1.2806026365348373)
W.2	rgb(253.87947269303203, 0.0, 1.120527306967972)
W.3	rgb(254.03954802259886, 0.0, 0.9604519774011351)
W.4	rgb(254.19962335216573, 0.0, 0.8003766478342698)
XA	rgb(254.3596986817326, 0.0, 0.6403013182674044)
XB	rgb(254.51977401129943, 0.0, 0.48022598870056754)
XC	rgb(254.6798493408663, 0.0, 0.3201506591337022)
Y.1	rgb(254.83992467043316, 0.0, 0.1600753295668369)
Z.1	rgb(255.0, 0.0, 0.0)
